Eco_code,Biome_ID,Realm,Ecoregion_name,Assigned_habitat_type,Ecoregion_Area_km2,Global_area_share ,Sorg_plants,Sorg_birds,Sorg_mammals,Sorg_amphibians,Sorg_reptiles,VS_plants,VS_birds,VS_mammals,VS_amphibians,VS_reptiles
PA1202,12,PA,Anatolian conifer and deciduous mixed forests,non-forest,86222,0.000654,2400,247,57,12,28,0.042146,0.001250248,0.009039131,0.079491206,0.017849754
PA1203,12,PA,Canary Islands dry woodlands and forests,island,4710,0.000036,1130,89,6,2,10,0.609797,0.013527268,0.149316099,0.001185995,0.406450227
PA1204,12,PA,Corsican montane broadleaf and mixed forests,island,3637,0.000028,1800,130,22,7,8,0.042146,0.002918683,0.001864792,0.078206358,0.025775717
PA1205,12,PA,Crete Mediterranean forests,island,7765,0.000059,1600,116,18,5,14,0.042146,0.000195688,0.068408908,0.102090126,0.040473668
PA1206,12,PA,Cyprus Mediterranean forests,island,9099,0.000069,1500,140,3,3,23,0.042146,0.000263614,0.343460044,0.003620775,0.070946876
PA1207,12,PA,Eastern Mediterranean conifer-sclerophyllous-broadleaf forests,non-forest,143847,0.001092,3200,336,95,9,76,0.042146,0.001846084,0.029628695,0.321612227,0.087872831
PA1208,12,PA,Iberian conifer forests,non-forest,34500,0.000262,3200,194,62,11,27,0.042146,0.000960713,0.003507421,0.029656924,0.037036066
PA1209,12,PA,Iberian sclerophyllous and semi-deciduous forests,non-forest,298161,0.002263,2500,229,75,16,30,0.042146,0.006721277,0.024588863,0.142396413,0.085592682
PA1210,12,PA,Illyrian deciduous forests,non-forest,39385,0.000299,2800,255,75,20,31,0.042146,0.000613285,0.007380081,0.062759912,0.026271382
PA1211,12,PA,Italian sclerophyllous and semi-deciduous forests,non-forest,101095,0.000767,3300,242,74,22,23,0.042146,0.001012133,0.015446138,0.097893435,0.028950333
PA1212,12,PA,Mediterranean acacia-argania dry woodlands and succulent thickets,non-forest,99942,0.000759,1600,229,61,7,44,0.004897,0.003916852,0.057108718,0.042387191,0.073181864
PA1213,12,PA,Mediterranean dry woodlands and steppe,non-forest,292339,0.002219,1200,231,70,5,55,0.004897,0.005093727,0.050104331,0.048039921,0.052860408
PA1214,12,PA,Mediterranean woodlands and forests,non-forest,357247,0.002712,1500,282,74,6,61,0.022715,0.006117847,0.058044977,0.394809995,0.191950571
PA1215,12,PA,Northeastern Spain & Southern France Mediterranean forests,non-forest,89412,0.000679,2800,279,75,24,33,0.042146,0.001217227,0.006649308,0.07885102,0.025426981
PA1216,12,PA,Northwest Iberian montane forests,non-forest,57446,0.000436,1400,214,66,17,30,0.042146,0.001082671,0.007971457,0.023941197,0.080807488
PA1217,12,PA,Pindus Mountains mixed forests,non-forest,39634,0.000301,4000,229,68,14,27,0.042146,0.000609384,0.012455871,0.009331001,0.014596463
PA1218,12,PA,South Appenine mixed montane forests,non-forest,13107,0.000099,2100,167,56,12,16,0.042146,0.000194664,0.004012647,0.020112922,0.013216914
PA1219,12,PA,Southeastern Iberian shrubs and woodlands,non-forest,2686,0.00002,400,194,43,7,22,0.042146,7.15E-05,0.000287667,0.001380455,0.001977079
PA1220,12,PA,Southern Anatolian montane conifer and deciduous forests,non-forest,76553,0.000581,4000,241,79,12,51,0.042146,0.001680197,0.01938657,0.285130743,0.094538651
PA1221,12,PA,Southwest Iberian Mediterranean sclerophyllous and mixed forests,non-forest,70528,0.000535,2600,245,55,17,25,0.042146,0.001464602,0.020371747,0.037927879,0.024933413
PA1222,12,PA,Tyrrhenian-Adriatic Sclerophyllous and mixed forests,island,80913,0.000614,3300,210,58,21,36,0.042146,0.003206446,0.026243919,0.240257166,0.055400528
PA1301,13,PA,Afghan Mountains semi-desert,non-forest,13711,0.000104,600,24,66,2,3,0.00853,0.00398661,0.000690016,3.65E-05,0.002349729
PA1302,13,PA,Alashan Plateau semi-desert,non-forest,674919,0.005123,700,433,100,5,21,0.001592,0.003618495,0.031211646,0.084880972,0.006543208
PA1303,13,PA,Arabian Desert and East Sahero-Arabian xeric shrublands,non-forest,1855308,0.014083,900,310,102,2,90,0.00227,0.008979526,0.033180335,0.031940518,0.068067133
PA1304,13,PA,Atlantic coastal desert,non-forest,39395,0.000299,300,75,24,4,19,0.002557,0.001317389,0.007890701,0.000485961,0.018209941
PA1305,13,PA,Azerbaijan shrub desert and steppe,non-forest,63775,0.000484,1500,259,89,9,36,0.025915,0.000905172,0.019879617,0.007972011,0.00627022
PA1306,13,PA,Badkhiz-Karabil semi-desert,non-forest,133905,0.001016,1100,189,88,5,60,0.00853,0.002940408,0.011485365,0.000817464,0.00063978
PA1307,13,PA,Baluchistan xeric woodlands,non-forest,289394,0.002197,2000,316,135,8,88,0.00227,0.005741626,0.014802457,0.062768027,0.0113625
PA1308,13,PA,Caspian lowland desert,non-forest,254515,0.001932,700,234,98,5,51,0.00853,0.002554149,0.008228564,0.012406481,0.001056013
PA1309,13,PA,Central Afghan Mountains xeric woodlands,non-forest,139703,0.00106,1700,153,93,3,11,0.00853,0.004124325,0.007228699,0.34765138,0.013138274
PA1310,13,PA,Central Asian northern desert,non-forest,663735,0.005038,800,202,112,3,34,0.00853,0.008810791,0.036463484,0.005102715,0.004467785
PA1311,13,PA,Central Asian riparian woodlands,non-forest,88837,0.000674,900,204,96,3,40,0.00853,0.001691588,0.002467273,0.000260549,0.000476997
PA1312,13,PA,Central Asian southern desert,non-forest,567833,0.00431,900,161,96,2,44,0.00853,0.011911068,0.01495766,0.017634166,0.0082267
PA1313,13,PA,Central Persian desert basins,non-forest,582189,0.004419,1300,133,111,5,66,0.00853,0.011072867,0.01762509,0.04747379,0.060519558
PA1314,13,PA,Eastern Gobi desert steppe,non-forest,282446,0.002144,400,247,62,2,7,0.001592,0.001886662,0.017836954,0.007422529,0.005551616
PA1315,13,PA,Gobi Lakes Valley desert steppe,non-forest,139700,0.00106,400,148,72,1,0,0.001592,0.002852198,0.009397109,0.003911746,0
PA1316,13,PA,Great Lakes Basin desert steppe,non-forest,157557,0.001196,600,274,102,0,6,0.001592,0.002667511,0.008167048,0,0.001016072
PA1317,13,PA,Junggar Basin semi-desert,non-forest,304896,0.002314,1200,215,110,4,23,0.001592,0.003710156,0.01890772,0.000286208,0.006751275
PA1318,13,PA,Kazakh semi-desert,non-forest,679964,0.005161,800,175,96,5,25,0.00853,0.008449014,0.029297752,0.023458878,0.004550336
PA1319,13,PA,Kopet Dag semi-desert,non-forest,26326,0.0002,700,167,75,3,50,0.00853,0.000538892,0.003145946,0.007100371,0.016482551
PA1320,13,PA,Mesopotamian shrub desert,non-forest,211453,0.001605,1100,282,93,0,45,0.00227,0.00152869,0.010995838,0,0.058873403
PA1321,13,PA,North Saharan steppe and woodlands,non-forest,1679355,0.012747,1150,183,76,6,62,0.002557,0.01340296,0.078928784,0.048786993,0.065956395
PA1322,13,PA,Paropamisus xeric woodlands,non-forest,92798,0.000704,1300,147,86,2,12,0.00853,0.003553569,0.008396219,0.000288936,0.001933587
PA1323,13,PA,Persian Gulf desert and semi-desert,non-forest,71941,0.000546,350,223,34,1,39,0.00227,0.001094592,0.001733513,0.000111858,0.006526555
PA1324,13,PA,Qaidam Basin semi-desert,non-forest,192470,0.001461,250,151,52,0,4,0.001592,0.003746231,0.015051417,0,0.002425885
PA1325,13,PA,Red Sea Nubo-Sindian tropical desert and semi-desert,non-forest,652106,0.00495,900,278,77,0,76,0.00227,0.004699127,0.015392456,0,0.054664554
PA1326,13,PA,Registan-North Pakistan sandy desert,non-forest,277922,0.00211,700,237,68,7,79,0.00853,0.00326879,0.009498101,0.021150553,0.010697775
PA1327,13,PA,Sahara desert,non-forest,4650164,0.035298,500,210,54,8,59,0.002557,0.014058725,0.074297794,0.012296038,0.033020116
PA1328,13,PA,South Iran Nubo-Sindian desert and semi-desert,non-forest,350995,0.002664,900,288,88,7,97,0.00227,0.005227454,0.012268578,0.044610793,0.023114749
PA1329,13,PA,South Saharan steppe and woodlands,non-forest,1104154,0.008381,500,220,68,6,50,0.002557,0.006986966,0.035092552,0.005256169,0.023806487
PA1330,13,PA,Taklimakan desert,non-forest,743567,0.005644,400,288,93,3,24,0.001592,0.008360128,0.023495691,0.002303827,0.024963132
PA1331,13,PA,Tibesti-Jebel Uweinat montane xeric woodlands,non-forest,82416,0.000626,580,58,33,0,15,0.002557,0.001053885,0.001940969,0,0.001467562
PA1332,13,PA,West Saharan montane xeric woodlands,non-forest,258632,0.001963,550,57,41,6,33,0.002557,0.005212665,0.016760117,0.007227243,0.086402968
PA1333,13,PA,Red Sea coastal desert,non-forest,58520,0.000444,350,86,31,6,30,0.002557,0.006638034,0.007761923,0.000586524,0.007410861
