Ecoregion,Annual_EU,Permanent_EU,Pasture_EU,Urban_EU,Annual_RoW,Permanent_RoW,Pasture_RoW,Urban_RoW,For_ClearCut_EU,For_ClearCut_im,For_ClearCut_ex,For_Retention_EU,For_PlantationFuel_im,For_TimberPlant_EU,For_TimberPlant_ex,For_TimberPlant_im,For_SelectionSystem_EU,For_SelectionSystem_im,For_SelectionSystem_ex,For_Selective_im,EP_EU,EP_conv_EU,EP_RoW,EP_conv_im,Afforested_EU,Afforested_RoW,Regrowth,ForOther_Extensive_EU,ForOther_Extensive_RoW,ForOther_Intensive_EU,ForOther_Intensive_RoW
NT0164,3.27E-13,2.28E-13,2.42E-13,3.66E-13,3.27E-13,2.28E-13,2.42E-13,3.66E-13,2.27E-13,2.27E-13,2.27E-13,7.13E-14,2.27E-13,2.27E-13,2.27E-13,2.27E-13,7.13E-14,7.13E-14,7.13E-14,7.13E-14,2.28E-13,2.28E-13,2.27E-13,2.27E-13,0.00E+00,0.00E+00,0.00E+00,7.13E-14,7.13E-14,2.27E-13,2.27E-13
NT0165,2.40E-13,1.34E-13,1.71E-13,3.12E-13,2.40E-13,1.34E-13,1.71E-13,3.12E-13,1.50E-13,1.50E-13,1.50E-13,6.32E-14,1.50E-13,1.50E-13,1.50E-13,1.50E-13,6.32E-14,6.32E-14,6.32E-14,6.32E-14,1.34E-13,1.34E-13,1.50E-13,1.50E-13,0.00E+00,0.00E+00,0.00E+00,6.32E-14,6.32E-14,1.50E-13,1.50E-13
NT0166,1.76E-13,1.18E-13,1.18E-13,2.10E-13,1.76E-13,1.18E-13,1.18E-13,2.10E-13,1.30E-13,1.30E-13,1.30E-13,5.14E-14,1.30E-13,1.30E-13,1.30E-13,1.30E-13,5.14E-14,5.14E-14,5.14E-14,5.14E-14,1.18E-13,1.18E-13,1.30E-13,1.30E-13,0.00E+00,0.00E+00,0.00E+00,5.14E-14,5.14E-14,1.30E-13,1.30E-13
NT0167,1.59E-12,1.35E-12,9.59E-13,2.49E-12,1.59E-12,1.35E-12,9.59E-13,2.49E-12,1.11E-12,1.11E-12,1.11E-12,4.33E-13,1.11E-12,1.11E-12,1.11E-12,1.11E-12,4.33E-13,4.33E-13,4.33E-13,4.33E-13,1.35E-12,1.35E-12,1.11E-12,1.11E-12,0.00E+00,0.00E+00,0.00E+00,4.33E-13,4.33E-13,1.11E-12,1.11E-12
NT0168,1.32E-13,8.71E-14,8.60E-14,1.50E-13,1.32E-13,8.71E-14,8.60E-14,1.50E-13,9.92E-14,9.92E-14,9.92E-14,3.81E-14,9.92E-14,9.92E-14,9.92E-14,9.92E-14,3.81E-14,3.81E-14,3.81E-14,3.81E-14,8.71E-14,8.71E-14,9.92E-14,9.92E-14,0.00E+00,0.00E+00,0.00E+00,3.81E-14,3.81E-14,9.92E-14,9.92E-14
NT0169,3.96E-13,3.25E-13,3.10E-13,NA,3.96E-13,3.25E-13,3.10E-13,NA,2.91E-13,2.91E-13,2.91E-13,8.41E-14,2.91E-13,2.91E-13,2.91E-13,2.91E-13,8.41E-14,8.41E-14,8.41E-14,8.41E-14,3.25E-13,3.25E-13,2.91E-13,2.91E-13,0.00E+00,0.00E+00,0.00E+00,8.41E-14,8.41E-14,2.91E-13,2.91E-13
NT0170,1.44E-13,9.86E-14,1.03E-13,1.57E-13,1.44E-13,9.86E-14,1.03E-13,1.57E-13,1.08E-13,1.08E-13,1.08E-13,3.60E-14,1.08E-13,1.08E-13,1.08E-13,1.08E-13,3.60E-14,3.60E-14,3.60E-14,3.60E-14,9.86E-14,9.86E-14,1.08E-13,1.08E-13,0.00E+00,0.00E+00,0.00E+00,3.60E-14,3.60E-14,1.08E-13,1.08E-13
NT0171,1.34E-12,1.00E-12,8.13E-13,1.60E-12,1.34E-12,1.00E-12,8.13E-13,1.60E-12,9.45E-13,9.45E-13,9.45E-13,3.56E-13,9.45E-13,9.45E-13,9.45E-13,9.45E-13,3.56E-13,3.56E-13,3.56E-13,3.56E-13,1.00E-12,1.00E-12,9.45E-13,9.45E-13,0.00E+00,0.00E+00,0.00E+00,3.56E-13,3.56E-13,9.45E-13,9.45E-13
NT0173,1.29E-13,8.47E-14,8.63E-14,1.46E-13,1.29E-13,8.47E-14,8.63E-14,1.46E-13,9.86E-14,9.86E-14,9.86E-14,3.73E-14,9.86E-14,9.86E-14,9.86E-14,9.86E-14,3.73E-14,3.73E-14,3.73E-14,3.73E-14,8.47E-14,8.47E-14,9.86E-14,9.86E-14,0.00E+00,0.00E+00,0.00E+00,3.73E-14,3.73E-14,9.86E-14,9.86E-14
NT0174,3.16E-13,2.33E-13,1.86E-13,4.12E-13,3.16E-13,2.33E-13,1.86E-13,4.12E-13,2.24E-13,2.24E-13,2.24E-13,8.96E-14,2.24E-13,2.24E-13,2.24E-13,2.24E-13,8.96E-14,8.96E-14,8.96E-14,8.96E-14,2.33E-13,2.33E-13,2.24E-13,2.24E-13,0.00E+00,0.00E+00,0.00E+00,8.96E-14,8.96E-14,2.24E-13,2.24E-13
NT0175,1.15E-12,9.12E-13,8.24E-13,1.43E-12,1.15E-12,9.12E-13,8.24E-13,1.43E-12,8.08E-13,8.08E-13,8.08E-13,2.38E-13,8.08E-13,8.08E-13,8.08E-13,8.08E-13,2.38E-13,2.38E-13,2.38E-13,2.38E-13,9.12E-13,9.12E-13,8.08E-13,8.08E-13,0.00E+00,0.00E+00,0.00E+00,2.38E-13,2.38E-13,8.08E-13,8.08E-13
NT0176,4.83E-13,3.51E-13,3.09E-13,5.02E-13,4.83E-13,3.51E-13,3.09E-13,5.02E-13,3.22E-13,3.22E-13,3.22E-13,9.71E-14,3.22E-13,3.22E-13,3.22E-13,3.22E-13,9.71E-14,9.71E-14,9.71E-14,9.71E-14,3.51E-13,3.51E-13,3.22E-13,3.22E-13,0.00E+00,0.00E+00,0.00E+00,9.71E-14,9.71E-14,3.22E-13,3.22E-13
NT0177,1.10E-12,8.23E-13,5.36E-13,1.21E-12,1.10E-12,8.23E-13,5.36E-13,1.21E-12,6.28E-13,6.28E-13,6.28E-13,2.07E-13,6.28E-13,6.28E-13,6.28E-13,6.28E-13,2.07E-13,2.07E-13,2.07E-13,2.07E-13,8.23E-13,8.23E-13,6.28E-13,6.28E-13,0.00E+00,0.00E+00,0.00E+00,2.07E-13,2.07E-13,6.28E-13,6.28E-13
NT0178,6.66E-13,5.35E-13,4.67E-13,7.38E-13,6.66E-13,5.35E-13,4.67E-13,7.38E-13,4.56E-13,4.56E-13,4.56E-13,1.29E-13,4.56E-13,4.56E-13,4.56E-13,4.56E-13,1.29E-13,1.29E-13,1.29E-13,1.29E-13,5.35E-13,5.35E-13,4.56E-13,4.56E-13,0.00E+00,0.00E+00,0.00E+00,1.29E-13,1.29E-13,4.56E-13,4.56E-13
NT0179,3.38E-12,3.07E-12,1.61E-12,4.48E-12,3.38E-12,3.07E-12,1.61E-12,4.48E-12,2.44E-12,2.44E-12,2.44E-12,6.95E-13,2.44E-12,2.44E-12,2.44E-12,2.44E-12,6.95E-13,6.95E-13,6.95E-13,6.95E-13,3.07E-12,3.07E-12,2.44E-12,2.44E-12,0.00E+00,0.00E+00,0.00E+00,6.95E-13,6.95E-13,2.44E-12,2.44E-12
NT0180,1.30E-13,8.82E-14,9.25E-14,1.41E-13,1.30E-13,8.82E-14,9.25E-14,1.41E-13,9.53E-14,9.53E-14,9.53E-14,3.32E-14,9.53E-14,9.53E-14,9.53E-14,9.53E-14,3.32E-14,3.32E-14,3.32E-14,3.32E-14,8.82E-14,8.82E-14,9.53E-14,9.53E-14,0.00E+00,0.00E+00,0.00E+00,3.32E-14,3.32E-14,9.53E-14,9.53E-14
NT0181,3.21E-13,2.12E-13,2.05E-13,3.69E-13,3.21E-13,2.12E-13,2.05E-13,3.69E-13,2.37E-13,2.37E-13,2.37E-13,9.09E-14,2.37E-13,2.37E-13,2.37E-13,2.37E-13,9.09E-14,9.09E-14,9.09E-14,9.09E-14,2.12E-13,2.12E-13,2.37E-13,2.37E-13,0.00E+00,0.00E+00,0.00E+00,9.09E-14,9.09E-14,2.37E-13,2.37E-13
NT0182,1.84E-13,1.29E-13,1.40E-13,2.07E-13,1.84E-13,1.29E-13,1.40E-13,2.07E-13,1.42E-13,1.42E-13,1.42E-13,4.74E-14,1.42E-13,1.42E-13,1.42E-13,1.42E-13,4.74E-14,4.74E-14,4.74E-14,4.74E-14,1.29E-13,1.29E-13,1.42E-13,1.42E-13,0.00E+00,0.00E+00,0.00E+00,4.74E-14,4.74E-14,1.42E-13,1.42E-13
NT0201,1.25E-13,9.19E-14,8.28E-14,1.52E-13,1.25E-13,9.19E-14,8.28E-14,1.52E-13,4.17E-14,4.17E-14,4.17E-14,1.24E-14,4.17E-14,4.17E-14,4.17E-14,4.17E-14,1.24E-14,1.24E-14,1.24E-14,1.24E-14,9.19E-14,9.19E-14,4.17E-14,4.17E-14,0.00E+00,0.00E+00,0.00E+00,1.24E-14,1.24E-14,4.17E-14,4.17E-14
NT0202,8.68E-14,6.60E-14,5.30E-14,1.04E-13,8.68E-14,6.60E-14,5.30E-14,1.04E-13,2.91E-14,2.91E-14,2.91E-14,1.09E-14,2.91E-14,2.91E-14,2.91E-14,2.91E-14,1.09E-14,1.09E-14,1.09E-14,1.09E-14,6.60E-14,6.60E-14,2.91E-14,2.91E-14,0.00E+00,0.00E+00,0.00E+00,1.09E-14,1.09E-14,2.91E-14,2.91E-14
NT0204,3.63E-13,2.67E-13,1.76E-13,3.73E-13,3.63E-13,2.67E-13,1.76E-13,3.73E-13,1.18E-13,1.18E-13,1.18E-13,5.10E-14,1.18E-13,1.18E-13,1.18E-13,1.18E-13,5.10E-14,5.10E-14,5.10E-14,5.10E-14,2.67E-13,2.67E-13,1.18E-13,1.18E-13,0.00E+00,0.00E+00,0.00E+00,5.10E-14,5.10E-14,1.18E-13,1.18E-13
NT0205,4.34E-13,3.16E-13,1.93E-13,4.67E-13,4.34E-13,3.16E-13,1.93E-13,4.67E-13,1.53E-13,1.53E-13,1.53E-13,7.37E-14,1.53E-13,1.53E-13,1.53E-13,1.53E-13,7.37E-14,7.37E-14,7.37E-14,7.37E-14,3.16E-13,3.16E-13,1.53E-13,1.53E-13,0.00E+00,0.00E+00,0.00E+00,7.37E-14,7.37E-14,1.53E-13,1.53E-13
NT0206,1.49E-13,1.26E-13,1.37E-13,2.73E-13,1.49E-13,1.26E-13,1.37E-13,2.73E-13,6.34E-14,6.34E-14,6.34E-14,1.48E-14,6.34E-14,6.34E-14,6.34E-14,6.34E-14,1.48E-14,1.48E-14,1.48E-14,1.48E-14,1.26E-13,1.26E-13,6.34E-14,6.34E-14,0.00E+00,0.00E+00,0.00E+00,1.48E-14,1.48E-14,6.34E-14,6.34E-14
NT0207,4.53E-13,3.62E-13,2.56E-13,5.28E-13,4.53E-13,3.62E-13,2.56E-13,5.28E-13,1.65E-13,1.65E-13,1.65E-13,6.20E-14,1.65E-13,1.65E-13,1.65E-13,1.65E-13,6.20E-14,6.20E-14,6.20E-14,6.20E-14,3.62E-13,3.62E-13,1.65E-13,1.65E-13,0.00E+00,0.00E+00,0.00E+00,6.20E-14,6.20E-14,1.65E-13,1.65E-13
NT0209,3.75E-13,2.89E-13,1.65E-13,3.85E-13,3.75E-13,2.89E-13,1.65E-13,3.85E-13,1.31E-13,1.31E-13,1.31E-13,5.81E-14,1.31E-13,1.31E-13,1.31E-13,1.31E-13,5.81E-14,5.81E-14,5.81E-14,5.81E-14,2.89E-13,2.89E-13,1.31E-13,1.31E-13,0.00E+00,0.00E+00,0.00E+00,5.81E-14,5.81E-14,1.31E-13,1.31E-13
NT0210,2.97E-14,1.80E-14,2.60E-14,4.93E-14,2.97E-14,1.80E-14,2.60E-14,4.93E-14,5.23E-15,5.23E-15,5.23E-15,3.65E-15,5.23E-15,5.23E-15,5.23E-15,5.23E-15,3.65E-15,3.65E-15,3.65E-15,3.65E-15,1.80E-14,1.80E-14,5.23E-15,5.23E-15,0.00E+00,0.00E+00,0.00E+00,3.65E-15,3.65E-15,5.23E-15,5.23E-15
NT0211,7.44E-13,5.39E-13,3.05E-13,7.83E-13,7.44E-13,5.39E-13,3.05E-13,7.83E-13,2.79E-13,2.79E-13,2.79E-13,1.08E-13,2.79E-13,2.79E-13,2.79E-13,2.79E-13,1.08E-13,1.08E-13,1.08E-13,1.08E-13,5.39E-13,5.39E-13,2.79E-13,2.79E-13,0.00E+00,0.00E+00,0.00E+00,1.08E-13,1.08E-13,2.79E-13,2.79E-13
NT0212,5.49E-14,3.82E-14,3.69E-14,7.50E-14,5.49E-14,3.82E-14,3.69E-14,7.50E-14,1.76E-14,1.76E-14,1.76E-14,9.31E-15,1.76E-14,1.76E-14,1.76E-14,1.76E-14,9.31E-15,9.31E-15,9.31E-15,9.31E-15,3.82E-14,3.82E-14,1.76E-14,1.76E-14,0.00E+00,0.00E+00,0.00E+00,9.31E-15,9.31E-15,1.76E-14,1.76E-14
NT0213,1.09E-12,8.81E-13,4.75E-13,1.05E-12,1.09E-12,8.81E-13,4.75E-13,1.05E-12,3.18E-13,3.18E-13,3.18E-13,1.51E-13,3.18E-13,3.18E-13,3.18E-13,3.18E-13,1.51E-13,1.51E-13,1.51E-13,1.51E-13,8.81E-13,8.81E-13,3.18E-13,3.18E-13,0.00E+00,0.00E+00,0.00E+00,1.51E-13,1.51E-13,3.18E-13,3.18E-13
NT0214,2.66E-13,2.45E-13,1.53E-13,3.82E-13,2.66E-13,2.45E-13,1.53E-13,3.82E-13,1.08E-13,1.08E-13,1.08E-13,3.13E-14,1.08E-13,1.08E-13,1.08E-13,1.08E-13,3.13E-14,3.13E-14,3.13E-14,3.13E-14,2.45E-13,2.45E-13,1.08E-13,1.08E-13,0.00E+00,0.00E+00,0.00E+00,3.13E-14,3.13E-14,1.08E-13,1.08E-13
NT0215,9.43E-13,7.27E-13,5.01E-13,9.91E-13,9.43E-13,7.27E-13,5.01E-13,9.91E-13,3.23E-13,3.23E-13,3.23E-13,1.23E-13,3.23E-13,3.23E-13,3.23E-13,3.23E-13,1.23E-13,1.23E-13,1.23E-13,1.23E-13,7.27E-13,7.27E-13,3.23E-13,3.23E-13,0.00E+00,0.00E+00,0.00E+00,1.23E-13,1.23E-13,3.23E-13,3.23E-13
NT0216,NA,NA,7.06E-12,NA,NA,NA,7.06E-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
NT0217,5.55E-13,3.98E-13,2.53E-13,6.19E-13,5.55E-13,3.98E-13,2.53E-13,6.19E-13,1.90E-13,1.90E-13,1.90E-13,9.18E-14,1.90E-13,1.90E-13,1.90E-13,1.90E-13,9.18E-14,9.18E-14,9.18E-14,9.18E-14,3.98E-13,3.98E-13,1.90E-13,1.90E-13,0.00E+00,0.00E+00,0.00E+00,9.18E-14,9.18E-14,1.90E-13,1.90E-13
NT0218,1.37E-12,1.18E-12,6.33E-13,1.62E-12,1.37E-12,1.18E-12,6.33E-13,1.62E-12,5.54E-13,5.54E-13,5.54E-13,2.23E-13,5.54E-13,5.54E-13,5.54E-13,5.54E-13,2.23E-13,2.23E-13,2.23E-13,2.23E-13,1.18E-12,1.18E-12,5.54E-13,5.54E-13,0.00E+00,0.00E+00,0.00E+00,2.23E-13,2.23E-13,5.54E-13,5.54E-13
NT0219,2.40E-13,1.89E-13,1.39E-13,3.30E-13,2.40E-13,1.89E-13,1.39E-13,3.30E-13,1.20E-13,1.20E-13,1.20E-13,4.83E-14,1.20E-13,1.20E-13,1.20E-13,1.20E-13,4.83E-14,4.83E-14,4.83E-14,4.83E-14,1.89E-13,1.89E-13,1.20E-13,1.20E-13,0.00E+00,0.00E+00,0.00E+00,4.83E-14,4.83E-14,1.20E-13,1.20E-13
NT0220,9.40E-13,9.12E-13,5.38E-13,1.57E-12,9.40E-13,9.12E-13,5.38E-13,1.57E-12,5.46E-13,5.46E-13,5.46E-13,1.60E-13,5.46E-13,5.46E-13,5.46E-13,5.46E-13,1.60E-13,1.60E-13,1.60E-13,1.60E-13,9.12E-13,9.12E-13,5.46E-13,5.46E-13,0.00E+00,0.00E+00,0.00E+00,1.60E-13,1.60E-13,5.46E-13,5.46E-13
NT0221,3.02E-13,2.52E-13,1.56E-13,3.53E-13,3.02E-13,2.52E-13,1.56E-13,3.53E-13,1.14E-13,1.14E-13,1.14E-13,4.34E-14,1.14E-13,1.14E-13,1.14E-13,1.14E-13,4.34E-14,4.34E-14,4.34E-14,4.34E-14,2.52E-13,2.52E-13,1.14E-13,1.14E-13,0.00E+00,0.00E+00,0.00E+00,4.34E-14,4.34E-14,1.14E-13,1.14E-13
NT0222,1.69E-13,1.26E-13,9.64E-14,2.06E-13,1.69E-13,1.26E-13,9.64E-14,2.06E-13,6.47E-14,6.47E-14,6.47E-14,2.19E-14,6.47E-14,6.47E-14,6.47E-14,6.47E-14,2.19E-14,2.19E-14,2.19E-14,2.19E-14,1.26E-13,1.26E-13,6.47E-14,6.47E-14,0.00E+00,0.00E+00,0.00E+00,2.19E-14,2.19E-14,6.47E-14,6.47E-14
NT0223,4.77E-13,4.58E-13,3.79E-13,8.48E-13,4.77E-13,4.58E-13,3.79E-13,8.48E-13,2.72E-13,2.72E-13,2.72E-13,7.03E-14,2.72E-13,2.72E-13,2.72E-13,2.72E-13,7.03E-14,7.03E-14,7.03E-14,7.03E-14,4.58E-13,4.58E-13,2.72E-13,2.72E-13,0.00E+00,0.00E+00,0.00E+00,7.03E-14,7.03E-14,2.72E-13,2.72E-13
NT0224,4.23E-13,3.24E-13,1.91E-13,4.34E-13,4.23E-13,3.24E-13,1.91E-13,4.34E-13,1.44E-13,1.44E-13,1.44E-13,6.11E-14,1.44E-13,1.44E-13,1.44E-13,1.44E-13,6.11E-14,6.11E-14,6.11E-14,6.11E-14,3.24E-13,3.24E-13,1.44E-13,1.44E-13,0.00E+00,0.00E+00,0.00E+00,6.11E-14,6.11E-14,1.44E-13,1.44E-13
NT0225,2.14E-13,1.72E-13,1.59E-13,2.61E-13,2.14E-13,1.72E-13,1.59E-13,2.61E-13,6.27E-14,6.27E-14,6.27E-14,8.49E-15,6.27E-14,6.27E-14,6.27E-14,6.27E-14,8.49E-15,8.49E-15,8.49E-15,8.49E-15,1.72E-13,1.72E-13,6.27E-14,6.27E-14,0.00E+00,0.00E+00,0.00E+00,8.49E-15,8.49E-15,6.27E-14,6.27E-14
NT0226,1.85E-12,1.75E-12,9.19E-13,2.63E-12,1.85E-12,1.75E-12,9.19E-13,2.63E-12,NA,NA,NA,3.49E-13,NA,NA,NA,NA,3.49E-13,3.49E-13,3.49E-13,3.49E-13,1.75E-12,1.75E-12,NA,NA,0.00E+00,0.00E+00,0.00E+00,3.49E-13,3.49E-13,NA,NA
NT0227,1.80E-13,1.14E-13,1.57E-13,3.23E-13,1.80E-13,1.14E-13,1.57E-13,3.23E-13,5.59E-14,5.59E-14,5.59E-14,3.66E-14,5.59E-14,5.59E-14,5.59E-14,5.59E-14,3.66E-14,3.66E-14,3.66E-14,3.66E-14,1.14E-13,1.14E-13,5.59E-14,5.59E-14,0.00E+00,0.00E+00,0.00E+00,3.66E-14,3.66E-14,5.59E-14,5.59E-14
NT0228,2.92E-13,2.11E-13,1.61E-13,3.39E-13,2.92E-13,2.11E-13,1.61E-13,3.39E-13,9.42E-14,9.42E-14,9.42E-14,5.27E-14,9.42E-14,9.42E-14,9.42E-14,9.42E-14,5.27E-14,5.27E-14,5.27E-14,5.27E-14,2.11E-13,2.11E-13,9.42E-14,9.42E-14,0.00E+00,0.00E+00,0.00E+00,5.27E-14,5.27E-14,9.42E-14,9.42E-14
NT0229,2.36E-13,2.04E-13,1.50E-13,3.39E-13,2.36E-13,2.04E-13,1.50E-13,3.39E-13,1.02E-13,1.02E-13,1.02E-13,2.92E-14,1.02E-13,1.02E-13,1.02E-13,1.02E-13,2.92E-14,2.92E-14,2.92E-14,2.92E-14,2.04E-13,2.04E-13,1.02E-13,1.02E-13,0.00E+00,0.00E+00,0.00E+00,2.92E-14,2.92E-14,1.02E-13,1.02E-13
NT0230,5.69E-13,4.23E-13,2.72E-13,6.41E-13,5.69E-13,4.23E-13,2.72E-13,6.41E-13,2.07E-13,2.07E-13,2.07E-13,9.43E-14,2.07E-13,2.07E-13,2.07E-13,2.07E-13,9.43E-14,9.43E-14,9.43E-14,9.43E-14,4.23E-13,4.23E-13,2.07E-13,2.07E-13,0.00E+00,0.00E+00,0.00E+00,9.43E-14,9.43E-14,2.07E-13,2.07E-13
NT0232,2.46E-13,2.23E-13,1.77E-13,3.89E-13,2.46E-13,2.23E-13,1.77E-13,3.89E-13,1.10E-13,1.10E-13,1.10E-13,2.59E-14,1.10E-13,1.10E-13,1.10E-13,1.10E-13,2.59E-14,2.59E-14,2.59E-14,2.59E-14,2.23E-13,2.23E-13,1.10E-13,1.10E-13,0.00E+00,0.00E+00,0.00E+00,2.59E-14,2.59E-14,1.10E-13,1.10E-13
NT0233,5.04E-13,3.69E-13,2.06E-13,5.17E-13,5.04E-13,3.69E-13,2.06E-13,5.17E-13,1.76E-13,1.76E-13,1.76E-13,7.39E-14,1.76E-13,1.76E-13,1.76E-13,1.76E-13,7.39E-14,7.39E-14,7.39E-14,7.39E-14,3.69E-13,3.69E-13,1.76E-13,1.76E-13,0.00E+00,0.00E+00,0.00E+00,7.39E-14,7.39E-14,1.76E-13,1.76E-13
NT0235,2.70E-13,1.95E-13,9.25E-14,3.04E-13,2.70E-13,1.95E-13,9.25E-14,3.04E-13,8.29E-14,8.29E-14,8.29E-14,5.94E-14,8.29E-14,8.29E-14,8.29E-14,8.29E-14,5.94E-14,5.94E-14,5.94E-14,5.94E-14,1.95E-13,1.95E-13,8.29E-14,8.29E-14,0.00E+00,0.00E+00,0.00E+00,5.94E-14,5.94E-14,8.29E-14,8.29E-14
NT0301,4.02E-13,3.16E-13,2.58E-13,5.96E-13,4.02E-13,3.16E-13,2.58E-13,5.96E-13,1.01E-13,1.01E-13,1.01E-13,8.97E-14,1.01E-13,1.01E-13,1.01E-13,1.01E-13,8.97E-14,8.97E-14,8.97E-14,8.97E-14,3.16E-13,3.16E-13,1.01E-13,1.01E-13,0.00E+00,0.00E+00,0.00E+00,8.97E-14,8.97E-14,1.01E-13,1.01E-13
NT0302,2.75E-13,2.19E-13,7.58E-14,3.91E-13,2.75E-13,2.19E-13,7.58E-14,3.91E-13,8.26E-14,8.26E-14,8.26E-14,8.85E-14,8.26E-14,8.26E-14,8.26E-14,8.26E-14,8.85E-14,8.85E-14,8.85E-14,8.85E-14,2.19E-13,2.19E-13,8.26E-14,8.26E-14,0.00E+00,0.00E+00,0.00E+00,8.85E-14,8.85E-14,8.26E-14,8.26E-14
NT0303,5.56E-13,4.40E-13,2.44E-13,6.37E-13,5.56E-13,4.40E-13,2.44E-13,6.37E-13,2.40E-13,2.40E-13,2.40E-13,1.04E-13,2.40E-13,2.40E-13,2.40E-13,2.40E-13,1.04E-13,1.04E-13,1.04E-13,1.04E-13,4.40E-13,4.40E-13,2.40E-13,2.40E-13,0.00E+00,0.00E+00,0.00E+00,1.04E-13,1.04E-13,2.40E-13,2.40E-13
NT0304,1.27E-12,9.42E-13,5.18E-13,1.31E-12,1.27E-12,9.42E-13,5.18E-13,1.31E-12,4.87E-13,4.87E-13,4.87E-13,1.96E-13,4.87E-13,4.87E-13,4.87E-13,4.87E-13,1.96E-13,1.96E-13,1.96E-13,1.96E-13,9.42E-13,9.42E-13,4.87E-13,4.87E-13,0.00E+00,0.00E+00,0.00E+00,1.96E-13,1.96E-13,4.87E-13,4.87E-13
NT0305,1.24E-12,1.02E-12,6.86E-13,1.47E-12,1.24E-12,1.02E-12,6.86E-13,1.47E-12,5.39E-13,5.39E-13,5.39E-13,1.67E-13,5.39E-13,5.39E-13,5.39E-13,5.39E-13,1.67E-13,1.67E-13,1.67E-13,1.67E-13,1.02E-12,1.02E-12,5.39E-13,5.39E-13,0.00E+00,0.00E+00,0.00E+00,1.67E-13,1.67E-13,5.39E-13,5.39E-13
NT0306,2.07E-13,1.49E-13,1.11E-13,2.38E-13,2.07E-13,1.49E-13,1.11E-13,2.38E-13,5.19E-14,5.19E-14,5.19E-14,3.73E-14,5.19E-14,5.19E-14,5.19E-14,5.19E-14,3.73E-14,3.73E-14,3.73E-14,3.73E-14,1.49E-13,1.49E-13,5.19E-14,5.19E-14,0.00E+00,0.00E+00,0.00E+00,3.73E-14,3.73E-14,5.19E-14,5.19E-14
NT0307,2.58E-13,1.45E-13,1.58E-13,3.53E-13,2.58E-13,1.45E-13,1.58E-13,3.53E-13,7.47E-14,7.47E-14,7.47E-14,5.93E-14,7.47E-14,7.47E-14,7.47E-14,7.47E-14,5.93E-14,5.93E-14,5.93E-14,5.93E-14,1.45E-13,1.45E-13,7.47E-14,7.47E-14,0.00E+00,0.00E+00,0.00E+00,5.93E-14,5.93E-14,7.47E-14,7.47E-14
NT0308,1.45E-12,1.05E-12,6.87E-13,1.81E-12,1.45E-12,1.05E-12,6.87E-13,1.81E-12,6.56E-13,6.56E-13,6.56E-13,3.09E-13,6.56E-13,6.56E-13,6.56E-13,6.56E-13,3.09E-13,3.09E-13,3.09E-13,3.09E-13,1.05E-12,1.05E-12,6.56E-13,6.56E-13,0.00E+00,0.00E+00,0.00E+00,3.09E-13,3.09E-13,6.56E-13,6.56E-13
NT0309,6.66E-13,5.01E-13,3.42E-13,8.82E-13,6.66E-13,5.01E-13,3.42E-13,8.82E-13,2.92E-13,2.92E-13,2.92E-13,1.55E-13,2.92E-13,2.92E-13,2.92E-13,2.92E-13,1.55E-13,1.55E-13,1.55E-13,1.55E-13,5.01E-13,5.01E-13,2.92E-13,2.92E-13,0.00E+00,0.00E+00,0.00E+00,1.55E-13,1.55E-13,2.92E-13,2.92E-13
NT0310,5.47E-13,3.97E-13,2.84E-13,6.62E-13,5.47E-13,3.97E-13,2.84E-13,6.62E-13,2.19E-13,2.19E-13,2.19E-13,1.08E-13,2.19E-13,2.19E-13,2.19E-13,2.19E-13,1.08E-13,1.08E-13,1.08E-13,1.08E-13,3.97E-13,3.97E-13,2.19E-13,2.19E-13,0.00E+00,0.00E+00,0.00E+00,1.08E-13,1.08E-13,2.19E-13,2.19E-13
NT0401,NA,NA,1.41E-13,NA,NA,NA,1.41E-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00E+00,0.00E+00,0.00E+00,NA,NA,NA,NA
NT0402,3.62E-14,2.43E-14,3.91E-14,6.54E-14,3.62E-14,2.43E-14,3.91E-14,6.54E-14,1.12E-14,1.12E-14,1.12E-14,3.10E-15,1.12E-14,1.12E-14,1.12E-14,1.12E-14,3.10E-15,3.10E-15,3.10E-15,3.10E-15,2.43E-14,2.43E-14,1.12E-14,1.12E-14,0.00E+00,0.00E+00,0.00E+00,3.10E-15,3.10E-15,1.12E-14,1.12E-14
NT0404,7.74E-14,5.42E-14,5.24E-14,1.22E-13,7.74E-14,5.42E-14,5.24E-14,1.22E-13,3.05E-14,3.05E-14,3.05E-14,1.42E-14,3.05E-14,3.05E-14,3.05E-14,3.05E-14,1.42E-14,1.42E-14,1.42E-14,1.42E-14,5.42E-14,5.42E-14,3.05E-14,3.05E-14,0.00E+00,0.00E+00,0.00E+00,1.42E-14,1.42E-14,3.05E-14,3.05E-14
